Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,attack_probability,anomaly_score,risk_score,priority,true_label
80,97990744,7,6,309,11595,309,0,44.14285714,116.7910222,4344,0,1932.5,1754.831473,121.4808615,0.132665591,8165895.333,28200000.0,97800000,1,97900000,16300000.0,39900000.0,97800000,1,152496,30499.2,59988.31266,137185,47,0,0,0,0,232,200,0.071435318,0.061230273,0,4344,850.2857143,1461.774076,2136783.451,0,0,0,0,1,0,0,0,0,915.6923077,44.14285714,1932.5,232,0,0,0,0,0,0,7,309,6,11595,274,235,1,32,1005.0,0.0,1005,1005,97800000.0,0.0,97800000,97800000,0.9999988,0.0928704823779943,97.4,,1
53,219,2,2,66,252,33,33,33.0,0.0,126,126,126.0,0.0,1452054.795,18264.84018,73.0,84.32674546,167,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,9132.420091,9132.420091,33,126,70.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,87.75,33.0,126.0,64,0,0,0,0,0,0,2,66,2,252,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,4.252898e-06,-0.224411119333774,0.9,,0
443,199724,31,41,887,52779,405,0,28.61290323,87.23710121,1724,0,1287.292683,454.0237463,268700.8071,360.4974865,2813.014085,8239.275141,35987,3,199724,6657.466667,12366.25254,35987,3,168742,4218.55,12336.17094,65544,48,0,0,0,0,1004,1320,155.2141956,205.2832909,0,1724,735.1506849,716.7501438,513730.7686,0,0,0,1,0,0,0,0,1,745.3611111,28.61290323,1287.292683,1004,0,0,0,0,0,0,31,887,41,52779,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,4.927267e-07,-0.0582475467923071,30.5,,0
80,11276963,6,4,862,3525,431,0,143.6666667,222.567443,3525,0,881.25,1762.5,389.0231794,0.886763573,1252995.889,2444508.483,6071713,19,6274047,1254809.4,2694792.791,6072913,173,11300000,3758981.333,3127186.151,6071713,201002,0,0,0,0,200,136,0.532058144,0.354705429,0,3525,398.8181818,1051.072387,1104753.164,0,0,0,1,0,0,0,0,0,438.7,143.6666667,881.25,200,0,0,0,0,0,0,6,862,4,3525,29200,235,2,32,201021.0,0.0,201021,201021,6071713.0,0.0,6071713,6071713,0.9994524,-0.0672103645675021,68.9,,1
53,160,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1200000.0,25000.0,53.33333333,86.31531343,153,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12500.0,12500.0,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,7.395225e-06,-0.2289445149870813,0.1,,0
53,48445,2,2,150,314,75,75,75.0,0.0,157,157,157.0,0.0,9577.871813,82.56786046,16148.33333,27963.67162,48438,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,41.28393023,41.28393023,75,157,107.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,134.75,75.0,157.0,64,0,0,0,0,0,0,2,150,2,314,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.0678958e-06,-0.2070473879216945,4.0,,0
53,113889,1,1,41,188,41,41,41.0,0.0,188,188,188.0,0.0,2010.729746,17.56095848,113889.0,0.0,113889,113889,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.780479239,8.780479239,41,188,90.0,84.87048957,7203.0,0,0,0,0,0,0,0,0,1,135.0,41.0,188.0,20,0,0,0,0,0,0,1,41,1,188,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1.1909904e-06,-0.2169484690752007,2.3,,0
443,64100239,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.031201132,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.031201132,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,33304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1.9038771e-07,-0.0437100059605576,33.1,,0
80,20153974,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.099236012,20200000.0,0.0,20200000,20200000,20200000,20200000.0,0.0,20200000,20200000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.099236012,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,20200000.0,0.0,20200000,20200000,0.9993222,-0.1009616965887897,62.9,,1
22,12272847,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,387.2777034,4.399957076,231563.1509,633626.7165,2290700,3,10200000,484987.1905,879950.9411,2332407,509,12300000,395893.8387,792978.5554,2290700,3,0,0,0,0,712,1032,1.792575105,2.607381971,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0.99989533,-0.1080412169438286,61.7,,1
80,54,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,222222.2222,37037.03704,54.0,0.0,54,54,54,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0,0,0,40,0,37037.03704,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4.093149e-05,-0.2194895325532846,1.8,,0
443,522700,17,16,903,20891,389,0,53.11764706,112.2663587,2796,0,1305.6875,906.4749836,41695.04496,63.13372872,16334.375,36845.80004,100958,1,522700,32668.75,47803.84285,102668,1,418374,27891.6,47288.55476,111544,48,0,0,0,0,556,520,32.52343601,30.61029271,0,2796,641.0,885.6129875,784310.3636,0,0,0,1,0,0,0,0,0,660.4242424,53.11764706,1305.6875,556,0,0,0,0,0,0,17,903,16,20891,65535,12,6,32,0.0,0.0,0,0,0.0,0.0,0,0,2.0190464e-07,-0.0886246686392913,25.1,,0
80,115793097,7,6,350,11595,332,0,50.0,124.3864944,10147,0,1932.5,4065.734263,103.1581356,0.112269214,9649424.75,28700000.0,99800000,4,116000000,19300000.0,39900000.0,99800000,4,116000000,23200000.0,51800000.0,116000000,4,0,0,0,0,204,200,0.060452654,0.05181656,0,10147,853.6428571,2702.801897,7305138.093,1,0,0,0,0,0,0,0,0,919.3076923,50.0,1932.5,204,0,0,0,0,0,0,7,350,6,11595,0,235,3,20,10967.0,0.0,10967,10967,57900000.0,59200000.0,99800000,16000000,0.9999981,0.1387078720953779,100.0,,1
80,63,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,190476.1905,31746.03175,63.0,0.0,63,63,63,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0,0,0,40,0,31746.03175,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4.235916e-05,-0.2194895325532846,1.8,P3,0
443,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1.9711351e-06,-0.1518270787574797,13.9,,0
443,24077970,10,7,1983,594,1379,0,198.3,445.1304553,426,0,84.85714286,162.9390771,107.0272951,0.706039587,1504873.125,3443535.116,10000000,17,24100000,2675330.0,4342351.822,10000000,367,20200000,3363925.167,5172647.216,10000000,3160,0,0,0,0,328,232,0.415317404,0.290722183,0,1379,143.1666667,344.4738955,118662.2647,0,0,0,1,0,0,0,0,0,151.5882353,198.3,84.85714286,328,0,0,0,0,0,0,10,1983,7,594,29200,362,3,32,110454.0,97254.05247,179223,41685,9981163.5,29931.12294,10000000,9959999,2.6750924e-06,-0.1051240169129377,22.2,,0
443,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,252,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.0002043161,-0.1561800836240262,13.1,,0
80,99193735,6,6,347,11595,347,0,57.83333333,141.6621568,4344,0,1932.5,1754.831473,120.3906678,0.120975382,9017612.273,29900000.0,99000000,1,99000000,19800000.0,44300000.0,99000000,1,160509,32101.8,64095.2863,146251,16,0,0,0,0,200,200,0.060487691,0.060487691,0,4344,918.6153846,1498.744171,2246234.09,0,0,0,0,1,0,0,0,1,995.1666667,57.83333333,1932.5,200,0,0,0,0,0,0,6,347,6,11595,274,235,1,32,3.0,0.0,3,3,99000000.0,0.0,99000000,99000000,0.9999988,0.1057842460969273,99.7,,1
443,8992766,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.333601475,4496383.0,2126933.357,6000352,2992414,8992766,4496383.0,2126933.357,6000352,2992414,0,0.0,0.0,0,0,0,0,0,0,92,0,0.333601475,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,2992414.0,0.0,2992414,2992414,6000352.0,0.0,6000352,6000352,6.22578e-07,-0.0945459560136525,24.1,,0
20552,95,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,252631.5789,42105.26316,31.66666667,26.57693235,48,1,0,0.0,0.0,0,0,49,24.5,33.23401872,48,1,0,0,0,0,20,60,10526.31579,31578.94737,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,229,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1.5470663e-05,-0.1802641337549352,8.8,,0
53,23526,1,1,55,115,55,55,55.0,0.0,115,115,115.0,0.0,7226.047777,85.01232679,23526.0,0.0,23526,23526,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.50616339,42.50616339,55,115,75.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,112.5,55.0,115.0,20,0,0,0,0,0,0,1,55,1,115,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1.278431e-06,-0.2251200303121223,0.8,,0
64067,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1.016703e-05,-0.1905866784115477,7.0,,0
54271,213,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,56338.02817,9389.671362,213.0,0.0,213,213,213,213.0,0.0,213,213,0,0.0,0.0,0,0,0,0,0,0,40,0,9389.671362,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1.3381203e-06,-0.2131786904667632,2.9,,0
55556,4,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,70000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,274,184.6666667,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,40,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4.921978e-06,-0.1086444350340293,21.6,,0
53,164,2,2,106,138,53,53,53.0,0.0,69,69,69.0,0.0,1487804.878,24390.2439,54.66666667,89.48929172,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12195.12195,12195.12195,53,69,59.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,74.25,53.0,69.0,64,0,0,0,0,0,0,2,106,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,6.46064e-06,-0.2225062342455799,1.3,,0
443,10270820,8,7,835,4707,509,0,104.375,180.2402662,3986,0,672.4285714,1470.670126,539.5869074,1.460448143,733630.0,2667106.531,10000000,3,10200000,1454600.571,3768176.806,10000000,18242,10200000,1706613.333,4076547.17,10000000,3,0,0,0,0,172,164,0.778905676,0.681542467,0,3986,346.375,984.4556448,969152.9167,0,0,0,1,0,0,0,0,0,369.4666667,104.375,672.4285714,172,0,0,0,0,0,0,8,835,7,4707,8192,62,4,20,182194.0,0.0,182194,182194,10000000.0,0.0,10000000,10000000,3.7936735e-07,-0.0750204575962343,27.5,,0
443,113483,10,7,535,3826,198,0,53.5,81.52606945,1398,0,546.5714286,628.2557487,38428.66332,149.802173,7092.6875,13530.02853,34658,4,113483,12609.22222,16695.07099,35535,35,78342,13057.0,19851.257,42276,4,0,0,0,0,328,232,88.1189253,61.68324771,0,1398,242.2777778,453.1771249,205369.5065,0,0,0,1,0,0,0,0,0,256.5294118,53.5,546.5714286,328,0,0,0,0,0,0,10,535,7,3826,29200,114,4,32,0.0,0.0,0,0,0.0,0.0,0,0,5.0360245e-07,-0.1712045405420899,10.4,,0
80,85891473,4,6,340,11595,334,0,85.0,166.0240946,5792,0,1932.5,2181.008184,138.9544222,0.116425993,9543497.0,28600000.0,85700000,4,85800000,28600000.0,49500000.0,85700000,4,153477,30695.4,58851.83825,135040,46,0,0,0,0,124,200,0.046570397,0.069855596,0,5792,1085.545455,1825.936766,3334045.073,1,0,0,0,0,0,0,0,1,1194.1,85.0,1932.5,124,0,0,0,0,0,0,4,340,6,11595,0,235,1,20,0.0,0.0,0,0,85700000.0,0.0,85700000,85700000,0.99999905,0.1046460087772503,99.5,,1
58796,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,939,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1.0699928e-05,-0.1505416847220197,14.1,,0
443,268856,3,1,37,6,37,0,12.33333333,21.36195996,6,6,6.0,0.0,159.9369179,14.87785283,89618.66667,155063.8951,268671,3,185,92.5,126.5721138,182,3,0,0.0,0.0,0,0,0,0,0,0,96,20,11.15838962,3.719463207,0,37,8.6,16.08726204,258.8,0,0,0,0,1,0,0,0,0,10.75,12.33333333,6.0,96,0,0,0,0,0,0,3,37,1,6,65512,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,3.4671328e-07,-0.1907544558142956,6.9,,0
51491,18,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,2388888.889,166666.6667,9.0,9.899494937,16,2,18,9.0,9.899494937,16,2,0,0.0,0.0,0,0,0,0,0,0,60,0,166666.6667,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,68,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1.8261101e-06,-0.2002811286744303,5.2,,0
53,24736,2,2,76,322,38,38,38.0,0.0,161,161,161.0,0.0,16089.90944,161.7076326,8245.333333,14277.87219,24732,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,80.8538163,80.8538163,38,161,87.2,67.36987457,4538.7,0,0,0,0,0,0,0,0,1,109.0,38.0,161.0,64,0,0,0,0,0,0,2,76,2,322,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.446033e-06,-0.2256993264694495,0.7,,0
53,47850,1,1,52,113,52,52,52.0,0.0,113,113,113.0,0.0,3448.275862,41.79728318,47850.0,0.0,47850,47850,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.89864159,20.89864159,52,113,72.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,108.5,52.0,113.0,32,0,0,0,0,0,0,1,52,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2.4299902e-06,-0.2261487982085114,0.6,,0
53,71733,2,2,66,326,33,33,33.0,0.0,163,163,163.0,0.0,5464.709409,55.7623409,23911.0,41410.73674,71728,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,64,64,27.88117045,27.88117045,33,163,85.0,71.20393248,5070.0,0,0,0,0,0,0,0,0,1,106.25,33.0,163.0,64,0,0,0,0,0,0,2,66,2,326,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.072411e-06,-0.2252797774798724,0.8,,0
80,97767224,8,4,293,11595,293,0,36.625,103.5911434,10136,0,2898.75,4873.608203,121.5949427,0.122740521,8887929.455,29500000.0,97700000,0,97700000,14000000.0,36900000.0,97700000,0,36912,12304.0,13393.54576,26686,188,0,0,0,0,264,136,0.081827014,0.040913507,0,10136,914.4615385,2800.028381,7840158.936,0,0,0,0,1,0,0,0,0,990.6666667,36.625,2898.75,264,0,0,0,0,0,0,8,293,4,11595,251,235,1,32,995.0,0.0,995,995,97700000.0,0.0,97700000,97700000,0.99999833,0.1119223935025653,100.0,,1
53,69735,1,1,42,195,42,42,42.0,0.0,195,195,195.0,0.0,3398.58034,28.68000287,69735.0,0.0,69735,69735,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,14.34000143,14.34000143,42,195,93.0,88.33459119,7803.0,0,0,0,0,0,0,0,0,1,139.5,42.0,195.0,32,0,0,0,0,0,0,1,42,1,195,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2.4299902e-06,-0.2176346373734175,2.1,,0
52280,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1.0060145e-05,-0.1799989882401441,8.8,,0
62467,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,118,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3.597759e-05,-0.1458744144498298,14.9,,0
80,83484031,6,6,366,11595,348,0,61.0,140.6314332,5792,0,1932.5,2989.558881,143.2729093,0.143740064,7589457.364,25100000.0,83300000,46,83400000,16700000.0,37300000.0,83300000,192,83500000,16700000.0,37300000.0,83300000,46,0,0,0,0,164,200,0.071870032,0.071870032,0,5792,920.5384615,2164.097449,4683317.769,1,0,0,0,0,0,0,0,1,997.25,61.0,1932.5,164,0,0,0,0,0,0,6,366,6,11595,0,235,3,20,11928.0,0.0,11928,11928,83300000.0,0.0,83300000,83300000,0.99999654,0.1214936110189851,100.0,,1
137,20,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,32500000.0,650000.0,1.666666667,1.723280874,7,1,20,1.666666667,1.723280874,7,1,0,0.0,0.0,0,0,0,0,0,0,416,0,650000.0,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.84615385,50.0,0.0,416,0,0,0,0,0,0,13,650,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,4.563602e-06,-0.1478900863865291,14.6,,0
443,231563,13,8,1112,4496,629,0,85.53846154,180.3758185,1418,0,562.0,638.8608165,24218.03138,90.68806329,11578.15,20171.68332,50352,1,231563,19296.91667,23505.83873,50587,1,176645,25235.0,32266.67839,74382,48,0,0,0,0,428,264,56.14022966,34.54783363,0,1418,254.9090909,459.8016041,211417.5152,0,0,0,1,0,0,0,0,0,267.047619,85.53846154,562.0,428,0,0,0,0,0,0,13,1112,8,4496,65535,175,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1.3366635e-07,-0.147524140921484,14.6,,0
80,115969207,36,44,2569,64473,1059,0,71.36111111,238.4639119,4380,0,1465.295455,1204.371004,578.101737,0.689838295,1467964.646,3512231.093,10000000,10,116000000,3313405.914,4701033.22,10000000,85,110000000,2565326.953,4421089.397,10000000,48,0,0,0,0,732,1024,0.310427233,0.379411062,0,4380,827.6790123,1137.586533,1294103.121,0,0,0,1,0,0,0,0,1,838.025,71.36111111,1465.295455,732,0,0,0,0,0,0,36,2569,44,64473,8192,1099,35,20,25559.54545,34331.20088,129072,15178,10000000.0,5515.105719,10000000,9999461,8.131283e-06,0.0165882637485297,43.9,,0
80,5294324,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755526107,1764774.667,3031200.725,5264863,99,5294324,2647162.0,3701988.256,5264863,29461,0,0.0,0.0,0,0,0,0,0,0,104,40,0.56664458,0.188881527,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.0009971547,-0.167242405310896,11.2,,0
51680,49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,64,0,40816.32653,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,491,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1.987844e-06,-0.2127031514873444,3.0,,0
53,259,2,2,96,612,48,48,48.0,0.0,306,306,306.0,0.0,2733590.734,15444.01544,86.33333333,144.3375673,253,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,7722.007722,7722.007722,48,306,151.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,189.0,48.0,306.0,40,0,0,0,0,0,0,2,96,2,612,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,7.810582e-07,-0.1815079336856697,8.6,P3,0
80,99577898,5,6,307,11595,295,0,61.4,130.6208253,5803,0,1932.5,2993.818147,119.5245154,0.11046628,9957789.8,31500000.0,99600000,3,99600000,24900000.0,49800000.0,99600000,7,99600000,19900000.0,44500000.0,99600000,3,0,0,0,0,144,200,0.050211946,0.060254335,0,5803,992.3333333,2246.057165,5044772.788,1,0,0,0,0,0,0,0,1,1082.545455,61.4,1932.5,144,0,0,0,0,0,0,5,307,6,11595,0,235,2,20,9016.0,0.0,9016,9016,99600000.0,0.0,99600000,99600000,0.9999982,0.1356359661149786,100.0,,1
80,1153566,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.733754289,1153566.0,0.0,1153566,1153566,1153566,1153566.0,0.0,1153566,1153566,0,0.0,0.0,0,0,0,0,0,0,64,0,1.733754289,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.9715868,-0.1908356462538903,45.8,,1
123,68029978,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822285199,0.058797608,22700000.0,39200000.0,68000000,29923,68000000,68000000.0,0.0,68000000,68000000,68000000,68000000.0,0.0,68000000,68000000,0,0,0,0,40,40,0.029398804,0.029398804,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,30232.0,0.0,30232,30232,68000000.0,0.0,68000000,68000000,7.639304e-07,0.0042128309398158,41.7,,0
53,32556,2,2,66,222,33,33,33.0,0.0,111,111,111.0,0.0,8846.295614,122.8652169,10852.0,18753.79484,32507,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,61.43260843,61.43260843,33,111,64.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,80.25,33.0,111.0,64,0,0,0,0,0,0,2,66,2,222,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.3712878e-06,-0.2296080934540575,0.0,,0
63882,81,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.03704,40.5,53.03300859,78,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,24691.35802,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,351,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1.111035e-05,-0.1829169819188962,8.3,,0
